NAME,MASS,PER
,mjupiter,day
HD 90156 b,0.0565295,49.77
Kepler-786 b,0.0188877,53.5293487
Kepler-259 c,0.0222169,36.924931
Kepler-444 b,0.000134008,3.6001053
Kepler-550 b,0.0642153,8.60010411
Kepler-304 d,0.0229193,9.653471
Kepler-150 e,0.0290307,30.826557
Kepler-218 c,0.029411,44.699576
Pr 211 b,1.84394,2.1451
Kepler-203 b,0.0205131,3.162697
Kepler-981 b,0.0175728,4.46975774
Kepler-6 b,0.669376,3.234723
Kepler-501 b,0.060903,5.64067757
Kepler-244 d,0.0175824,20.050401
24 Sex c,1.51716,910
Kepler-358 b,0.0224946,34.060467
Kepler-373 c,0.00621274,16.725948
HATS-13 b,0.542398,3.0440499
Kepler-466 c,0.00648186,3.70921385
Kepler-1074 b,0.00648186,5.94566534
Kepler-807 b,0.564429,117.93108781
HD 60532 c,2.46312,604
Kepler-299 b,0.00769114,2.927128
Kepler-939 b,0.0129028,14.878296
Kepler-1389 b,0.0130579,99.2530951
Kepler-140 c,0.0132614,91.353282
Kepler-23 d,0.0165098,15.274299
Kepler-1048 b,0.0120099,6.92101021
Kepler-89 c,0.0295756,10.423648
WASP-95 b,1.13,2.184673
Kepler-831 b,0.00668223,5.62153941
HD 68988 b,1.79992,6.27711
Kepler-84 b,0.0172355,8.726
Kepler-637 b,0.0746947,23.20584623
HAT-P-26 b,0.0586489,4.234516
Kepler-1252 b,0.0123746,15.0540329
Kepler-292 f,0.0179955,20.834237
Kepler-847 b,0.00518721,2.3432319
Kepler-1355 b,0.0107116,1.28958811
Kepler-20 e,0.00175601,6.098493
Kepler-296 d,0.0172808,19.850242
HD 149143 b,1.32811,4.072
Kepler-688 b,0.696016,3.89593684
Kepler-62 d,0,18.16406
Kepler-713 b,0.019398,7.411141
HD 79498 b,1.34632,1966.1
Kepler-89 e,0.0409024,54.32031
Kepler-722 b,0.0213319,4.09357325
Kepler-556 b,0.0169068,11.72292176
Kepler-883 b,0.0131362,12.98495573
Kepler-1181 b,0.0117248,4.89337519
Kepler-1336 c,0.0126737,5.77721211
Kepler-897 b,0.0183949,8.0472642
Kepler-298 d,0.0196646,77.473633
Kepler-269 b,0.019315,5.326718
Kepler-248 b,0.0272098,6.308205
HD 181433 c,0.640416,962
Kepler-1375 b,0.0128259,3.3004192
Kepler-454 b,0.0215859,10.57
70 Vir b,7.46144,116.6884
HD 102365 b,0.0509774,122.1
BD -08 2823 b,0.045941,5.6
Kepler-1276 b,0.0053608,12.5720095
Kepler-797 b,0.0162741,27.07237711
Kepler-160 b,0.0115417,4.309427
Kepler-1066 b,0.0181548,1.93155984
Kepler-1318 b,0.028747,213.257663
CoRoT-11 b,2.34813,2.99433
Kepler-369 c,0.00960182,14.871572
Kepler-142 d,0.0161415,41.809118
Kepler-1415 b,0.00709482,0.63642408
Kepler-398 b,0.00225059,4.081423
Kepler-443 b,0.0177875,177.6693
Kepler-746 b,0.00422224,3.48159251
Kepler-1348 b,0.0142915,27.5722742
Kepler-299 d,0.0136944,15.054786
GJ 436 b,0.0726979,2.64385
Kepler-1231 b,0.00991268,10.41725184
Kepler-142 c,0.0245625,4.761702
Kepler-401 d,0.0172355,184.256405
Kepler-815 b,0.055479,8.57503552
Kepler-578 b,0.0147338,1.6168837
Kepler-181 c,0.014692,4.302149
XO-2S b,0.259,18.157
Kepler-364 b,0.011604,25.745718
Kepler-173 c,0.0188614,8.005777
Kepler-609 b,0.0337813,6.52121067
Kepler-1606 b,0.015383,196.435224
Kepler-290 b,0.0169862,14.589347
Kepler-926 b,0.0175728,52.0688601
Kepler-544 b,0.0157709,21.41616926
WASP-37 b,1.79362,3.577469
Kepler-223 c,0.0147725,9.848183
HD 6718 b,1.5591,2496
Kepler-224 e,0.0145328,18.643577
Kepler-322 c,0.0123736,4.337234
HD 33636 b,9.26951,2127.7
Kepler-477 b,0.015383,11.11990653
Kepler-1327 b,0.0132944,14.88801098
Kepler-163 c,0.0170837,21.347262
Kepler-1128 b,0.0412428,61.6178167
HAT-P-40 b,0.6202,4.457243
HD 240237 b,5.31949,745.7
Kepler-494 b,0.218701,8.02511821
Kepler-169 f,0.0206381,87.090195
Kepler-283 b,0.0158724,11.008151
rho CrB b,1.06409,39.8449
Kepler-214 b,0.0210192,15.660544
Kepler-700 b,0.12013,80.8720639
Kepler-1549 b,0.020474,214.886545
Kepler-730 b,0.542157,6.49168426
Kepler-1515 b,0.383964,214.3114164
Kepler-1424 b,0.00485109,29.6091744
Kepler-314 b,0.00150361,2.461069
Kepler-188 c,0.0303861,5.996553
Kepler-731 b,1,3.85560355
Kepler-1338 b,0.00215846,0.93511806
Kepler-233 b,0.0188614,8.472382
Kepler-1530 c,0.0122275,5.3227406
Kepler-118 b,0.014454,7.518496
Kepler-1440 b,0.00648186,39.859484
Kepler-1513 b,0.249782,160.88465087
Kepler-110 b,0.013476,12.691112
HD 11977 b,7.40012,711
Kepler-1192 b,0.0181548,25.2034787
Kepler-1382 b,0.0138656,16.3583055
HD 73534 b,1.06828,1770
Kepler-689 b,0.0250657,22.36656079
Kepler-1643 b,0.0174594,5.34264507
Kepler-195 b,0.0150172,8.307872
Kepler-498 b,0.027323,9.61375356
Kepler-50 c,0.0234642,9.3761368
Kepler-863 b,0.0252452,15.59461874
Kepler-1464 b,0.0123008,31.7785901
HD 164604 b,2.6885,606.4
Kepler-1356 b,0.0124263,0.63400294
Kepler-359 b,0.0380002,25.563222
TRAPPIST-1 b,0.00461504,1.510848
Kepler-1201 b,0.0173469,15.18725932
Kepler-1594 b,0.00364938,2.71603809
Kepler-642 b,0.0252452,4.41745855
Kepler-359 d,0.0520795,77.095691
Kepler-115 b,0.00396389,2.403679
OGLE-05-071L b,3.8,3600
OGLE235-MOA53 b,2.6,
HD 37124 c,0.648109,885.5
HD 217107 c,2.61546,4270
Kepler-1323 b,0.0124263,0.92990668
HD 74156 b,1.77342,51.638
Kepler-928 b,0.0118667,3.9324613
Kepler-180 b,0.0117855,13.817124
HD 103774 b,0.368054,5.8881
Kepler-43 b,3.23143,3.024095
Kepler-76 b,1.96,1.545
Kepler-310 b,0.00538981,13.930698
Kepler-222 c,0.0710944,10.08881
Kepler-1154 c,0.0181548,8.45808312
Kepler-538 b,0.017125,81.73780699
KELT-6 b,0.43122,7.8457
WASP-13 b,0.473883,4.3530135
Kepler-683 b,0.0145548,2.53918318
Kepler-84 c,0.096,12.883
Kepler-918 b,0.0128259,4.85386933
Kepler-569 b,0.029815,34.18890521
HD 13931 b,1.88123,4218
Kepler-58 d,0.0258466,40.101371
HAT-P-18 b,0.197205,5.508023
Kepler-672 b,0.01966,38.3774623
Kepler-357 b,0.0135483,6.475434
Kepler-1518 b,0.0277215,5.11177904
Kepler-971 b,0.0158698,9.59070716
Kepler-406 c,0.00857506,4.62332
HD 155358 c,0.807031,391.9
WASP-43 b,1.77609,0.813475
Kepler-1570 b,0.00364938,26.548955
Kepler-159 c,0.0351084,43.595792
Kepler-39 b,18.1805,21.0874
Kepler-920 c,0.0453941,100.8274113
14 And b,4.68383,185.84
Kepler-1130 b,0.00129651,5.45298175
Kepler-520 b,0.0123008,19.67416124
Kepler-1191 b,0.0121297,5.60014851
Kepler-1012 b,0.00709482,5.50860439
Kepler-1145 b,0.00940137,3.97076766
Kepler-891 b,0.11109,53.44945593
Kepler-727 b,0.0200617,5.15448442
Kepler-215 b,0.0120479,9.360672
Kepler-294 b,0.0130508,3.701212
WASP-88 b,0.563545,4.954
Kepler-29 b,0.0397121,10.3376
Kepler-792 b,0.0144664,11.30119217
Kepler-975 b,0.0112658,1.97034246
Kepler-24 b,0.0185071,8.14561
Kepler-542 b,0.0117248,13.14497566
Kepler-306 b,0.0123086,4.646186
Kepler-656 b,0.0289572,1.26025909
Kepler-83 b,0.0240196,9.77
Kepler-770 b,0.0174594,18.92540274
Kepler-489 b,0.18782,17.27629612
81 Cet b,4.31096,952.7
Kepler-1204 b,0.0277215,85.7350285
Kepler-1218 b,0.0101747,22.9221266
Kepler-1043 b,0.0201979,38.5053398
Kepler-1396 b,0.015383,18.2206421
CoRoT-3 b,21.8549,4.2568
Kepler-377 b,0.00915403,12.509529
Kepler-648 b,0.0309268,17.4211749
Kepler-910 b,0.00142986,2.36436901
Kepler-126 d,0.0196646,100.283134
Kepler-1506 b,0.00774372,14.0329154
HAT-P-38 b,0.267569,4.640382
Kepler-1602 b,0.00819664,11.17931605
Kepler-18 d,0.0516,14.85888
Kepler-1077 b,0.0231879,34.3511874
Kepler-380 b,0.00538981,3.930821
Kepler-1580 b,0.0156727,56.6449279
HD 32963 b,0.7,2372
Kepler-132 d,0.011604,18.010199
Kepler-228 b,0.0125754,2.566546
mu Ara e,0.543322,310.54999
Kepler-97 b,0.0106941,2.58664
WASP-96 b,0.48,3.4252602
Kepler-1229 b,0.00940137,86.828989
Kepler-518 b,0.0156727,8.51203588
Kepler-139 b,0.0258466,15.771044
Kepler-952 b,0.182193,130.3546919
Kepler-375 b,0.010538,12.125934
Kepler-1285 b,0.00266535,14.7967458
HD 136118 b,11.6809,1187.3
Kepler-182 b,0.0206381,9.825792
Kepler-1313 b,0.0129801,3.83309118
HD 6434 b,0.397195,21.997999
HD 5319 b,1.76545,641
Kepler-306 e,0.0171819,44.840975
Kepler-1519 b,0.144903,240.7989397
Kepler-253 b,0.0121124,3.783986
Kepler-259 b,0.0236491,8.115317
Kepler-1586 b,0.0124263,15.6049212
Kepler-1172 b,0.0304768,26.0204423
Kepler-1501 b,0.0116544,14.5564533
HD 231701 b,1.08667,141.60001
Kepler-666 b,0.0185165,4.49876092
PH-2 b,0.488198,282.5255
Kepler-1027 b,0.00189081,1.9078052
CoRoT-18 b,3.48652,1.9000693
Kepler-703 b,0.349418,4.58352176
Kepler-1505 b,0.00225358,30.8609366
Kepler-203 d,0.0102988,11.32972
HD 75898 b,2.51504,418.20001
Kepler-776 b,0.00688654,4.89718784
Kepler-876 b,0.0101747,5.14438011
Kepler-224 b,0.00915403,3.132924
Kepler-1459 b,0.00842926,62.8691611
Kepler-710 b,0.0138656,4.34728553
Kepler-806 b,0.00468851,8.09219642
Kepler-205 b,0.0120453,2.75564
KOI-4427 b,0.0135484,147.6606
Kepler-612 b,0.0241903,3.72215641
MOA-2008-BLG-310L b,0.23,
KIC 11442793 g,0.217563,210.60697
GJ 1214 b,0.0203507,1.58040482
Kepler-824 b,0.0137822,4.51436633
Kepler-1451 b,0.0337813,35.622233
Kepler-268 c,0.0344212,83.446393
Kepler-135 c,0.00493175,11.448708
Kepler-265 c,0.0212781,17.028937
Kepler-1296 b,0.00206633,8.3839865
Kepler-1480 b,0.0123746,22.12679948
Kepler-620 b,0.0330424,12.91375431
16 Cyg B b,1.63997,798.5
HAT-P-25 b,0.567181,3.652836
Kepler-341 e,0.014692,42.473269
HD 213240 b,4.53249,882.7
Kepler-1577 b,0.00452953,6.30560247
Kepler-1409 b,0.00338324,0.76486493
Kepler-1352 b,0.00189081,1.87788275
Kepler-1249 b,0.0182743,24.3347127
Kepler-1269 b,0.0120821,37.3331536
HAT-P-45 b,0.892,3.128992
Kepler-399 b,0.00252018,14.425281
Kepler-341 c,0.012573,8.01041
Kepler-925 b,0.017919,33.8678531
Kepler-265 d,0.0195472,43.130617
Kepler-677 b,0.0964436,6.57531678
HD 33844 b,1.96,551.4
Kepler-243 c,0.014692,20.026218
Kepler-561 b,0.139169,58.3620495
HD 12661 b,2.3408,262.70861
Kepler-467 b,0.0170154,24.99324193
Kepler-1107 b,0.00819664,0.57103852
Kepler-9 c,0.168671,38.90861
HD 74156 c,8.24664,2520
Kepler-165 c,0.0167934,15.31299
Kepler-790 b,0.0162741,13.73469807
Kepler-326 d,0.0057099,6.766888
HD 20794 c,0.00743617,40.114
WASP-47 c,1.23683,572
Kepler-31 c,0.0577969,42.6318
Kepler-82 b,0.0517963,26.444
Kepler-573 b,0.0235163,22.18329658
Kepler-1288 b,0.00437411,2.76122421
Kepler-306 c,0.0179955,7.240193
Kepler-1484 b,0.0156727,30.4549136
Kepler-85 e,0.00674351,25.216751
Kepler-583 b,0.0172355,6.5100253
Kepler-610 b,0.0576809,6.99692655
HD 38801 b,10.0105,696.3
Kepler-964 b,0.0157709,13.5225106
HD 132563 B b,1.49247,1544
Kepler-1227 b,0.0173469,94.2887577
Kepler-351 d,0.0225477,142.544247
Kepler-390 c,0.00126334,13.060022
Kepler-61 b,0.0160339,59.87756
Kepler-1486 b,0.0176872,54.6495759
Kepler-803 b,0.0450611,50.28638192
GJ 667 C c,0.0130687,28.1
HD 207832 c,0.730294,1155.7
Kepler-80 b,0.0222358,7.053
Kepler-1462 b,0.0460671,65.6488341
Kepler-886 b,0.0124263,6.24146367
Kepler-1468 c,0.00485109,3.54553021
Kepler-272 d,0.0169862,10.937304
Kepler-1544 b,0.0131362,168.811174
Kepler-44 b,1.02109,3.24674
HD 5891 b,5.22845,177.11
Kepler-292 b,0.00769114,2.580827
Kepler-228 d,0.0531048,11.094286
Kepler-1000 b,0.0750581,120.0181272
Kepler-140 b,0.0119837,3.25427
Kepler-245 d,0.0273861,36.277108
Kepler-884 b,0.00609283,5.69919514
Kepler-1073 c,0.0121546,4.02582254
Kepler-908 b,0.00590412,1.34059747
HD 173416 b,2.71808,323.6
Kepler-1379 b,0.00730709,0.88184115
Kepler-104 c,0.0292202,23.668205
Kepler-263 b,0.0218083,16.568087
Kepler-1008 b,0.00688654,12.43931193
Kepler-278 c,0.0395346,51.078775
Kepler-1587 b,0.00796813,9.4060467
Kepler-1569 b,0.0124487,5.79180156
Kepler-1273 b,0.0195285,28.625653
Kepler-1365 c,0.00129651,4.77468005
HD 76700 b,0.232142,3.97097
Kepler-366 b,0.0107805,3.281959
HD 39091 b,10.088,2151
Kepler-1636 b,0.0311545,425.47785
Kepler-1068 b,0.0406377,16.92344113
Kepler-596 b,0.0363708,21.30022655
HD 7449 b,1.3131,1275
HD 149026 b,0.361471,2.8758911
Kepler-186 b,0.00370062,3.8867907
Kepler-219 c,0.0392746,22.714613
OGLE-2006-BLG-109L c,0.271,4927.5
Kepler-561 c,0.0219292,5.35016198
Kepler-1240 b,0.00485109,4.8663815
Kepler-361 c,0.0199023,55.188023
Kepler-265 e,0.0207641,67.831024
Qatar-2 b,2.48409,1.3371182
Kepler-1448 b,0.0120099,12.27065865
Kepler-293 b,0.0281036,19.254196
Kepler-166 b,0.0171819,7.650254
Kepler-1551 b,0.021628,24.4973698
HD 216437 b,2.16817,1353
Kepler-1052 b,0.0256089,34.8538276
HAT-P-49 b,1.72959,2.691548
Kepler-623 b,0.0271261,9.07097734
Kepler-1621 b,0.0161718,92.263714
Kepler-367 c,0.00554835,53.578637
Kepler-313 b,0.0200225,14.970418
Kepler-1439 b,0.0107116,8.07392849
Kepler-150 c,0.0422294,7.381998
Kepler-87 b,1.02004,114.73635
Kepler-681 b,0.0283318,26.39435646
Kepler-564 b,0.0707577,3.75083228
HAT-P-7 b,1.7916,2.204737
Kepler-316 c,0.00493175,6.827766
PSR B1257+12 C,0.0122719,98.2114
HD 49674 b,0.101571,4.94737
HD 82943 b,1.68512,442.4
Kepler-342 c,0.014454,26.234138
Kepler-783 b,0.00123338,4.29264638
Kepler-1378 b,0.0164814,11.95398936
Kepler-828 b,0.0121297,0.56785714
WASP-38 b,2.70901,6.87188
WASP-69 b,0.259543,3.8681382
Kepler-139 c,0.0344212,157.072878
Kepler-1199 b,0.00485109,15.0447198
Kepler-817 b,0.500877,3.99010623
HD 77338 b,0.0498139,5.7361
Kepler-29 c,0.0251535,13.2907
Kepler-605 c,0.00172655,2.35895152
Kepler-444 c,0.000273258,4.5458841
HD 220773 b,1.44975,3724.7
Kepler-655 b,0.0223911,46.4063358
Kepler-559 b,0.0400412,17.58752333
WASP-6 b,0.52136,3.361006
HD 7924 d,0.0203801,24.451
Kepler-1337 b,0.0186391,24.4002549
Kepler-1552 b,0.0192688,184.771853
Kepler-206 c,0.0130508,13.137471
Kepler-169 c,0.0057099,6.195469
HD 159868 c,0.73,352.3
HD 137388 b,0.227816,330
HD 95086 b,4.5,
Kepler-196 b,0.0139923,20.739886
Kepler-352 b,0.00170474,10.05537
Kepler-329 b,0.00937625,7.416397
Kepler-179 b,0.0121773,2.735926
Kepler-1080 b,0.0323205,77.2548396
Kepler-176 b,0.0100631,5.433074
WASP-104 b,1.272,1.7554137
WASP-83 b,0.3,4.971252
Kepler-1095 b,0.00571923,4.27103091
Kepler-1170 b,0.0186391,9.98969327
Kepler-310 c,0.0344212,56.47542
Kepler-339 b,0.00983076,4.977656
Kepler-124 d,0.00422638,30.950851
Kepler-52 c,0.0135364,16.3850021
Kepler-1132 b,0.0180364,62.8916228
Kepler-1265 b,0.00819664,6.49441289
Kepler-1494 b,0.0281267,91.080482
WASP-99 b,2.78,5.75251
HD 100777 b,1.16502,383.70001
Kepler-818 b,0.0867729,10.03538581
HAT-P-5 b,1.05561,2.788491
Kepler-1381 b,0.0170154,25.3842686
Kepler-125 b,0.0182069,4.164389
Kepler-193 b,0.0184218,11.38848
Kepler-1078 b,0.014034,3.00725242
Kepler-585 b,0.0240196,2.75235975
HD 222582 b,7.63003,572.38
Kepler-119 c,0.00216566,4.125103
Kepler-558 b,0.0181548,29.00790538
Kepler-670 b,1,2.81650485
Kepler-770 c,0.00553813,1.47532231
Kepler-1188 b,0.0154788,17.1369543
Kepler-434 b,2.86,12.8747099
Kepler-1398 c,0.00325512,4.13827595
Kepler-16 b,0.333,228.776
Kepler-32 d,0.0221838,22.7802
Kepler-58 c,0.0245229,15.5741568
Kepler-758 b,0.019398,12.1097104
Kepler-1122 b,0.0151003,42.1917357
Kepler-1534 b,0.0139495,5.71668872
WASP-33 b,0,1.21986983
HD 128311 b,1.4572,454.2
HD 181433 d,0.535482,2172
TrES-1 b,0.752484,3.030065
HD 4208 b,0.807457,828
Kepler-773 b,0.0101747,3.74910006
Kepler-62 e,0,122.3874
Kepler-120 b,0.0160511,6.312501
HD 5388 b,1.96509,777
Kepler-1393 b,0.00129651,2.44357812
Kepler-1001 b,0.029598,14.30511983
CoRoT-10 b,2.75536,13.2406
Kepler-1309 b,0.0181548,28.8432647
11 UMi b,11.0873,516.22
Kepler-286 d,0.00789025,5.914323
Kepler-338 c,0.0178911,24.310856
WASP-62 b,0.56227,4.411953
Kepler-496 b,0.0176872,8.30864937
Kepler-1641 c,0.0259788,32.657212
Kepler-1616 b,0.00313024,6.76284377
Kepler-300 c,0.0169862,40.714955
Kepler-1582 b,0.0115494,4.83817712
HD 4732 c,2.36493,2732
Kepler-258 c,0.0400599,33.653079
Kepler-555 b,0.0240196,16.21775407
Kepler-1270 b,0.0330424,6.03356196
Kepler-632 b,0.0165864,30.99660733
kappa CrB b,1.9747,1300
Kepler-25 b,0.0223552,6.2385
HD 99492 b,0.106179,17.0431
Kepler-167 c,0.00871939,7.406097
Kepler-291 b,0.0161415,3.546511
HD 204941 b,0.26689,1733
Kepler-664 b,0.021628,2.52559332
Kepler-1051 b,0.0347934,25.96200249
Kepler-603 d,0.00774372,6.2171292
Kepler-218 d,0.021628,124.5244647
Kepler-332 d,0.00523423,34.21154
HD 196050 b,2.8434,1378
WASP-11 b,0.539755,3.722465
HD 111232 b,6.84182,1143
HD 117618 b,0.176652,25.827
Kepler-192 c,0.0235009,21.2234
HD 180902 b,1.56395,479
Kepler-671 b,0.0220818,4.28095859
Kepler-1263 b,0.00468851,4.55139967
HIP 12961 b,0.354314,57.435
Kepler-1357 b,0.00688654,3.0091324
HD 63454 b,0.384566,2.818049
Kepler-460 c,0.101476,220.1303357
BD +48 738 b,1.2654,392.6
Kepler-560 b,0.0126737,18.47764449
Kepler-62 c,0,12.4417
Kepler-371 c,0.0131206,67.968015
Kepler-909 b,0.0109866,13.93290318
Kepler-732 b,0.0162741,9.46781405
Kepler-724 b,0.0325593,3.31494634
NGC 2423 3 b,6.63106,714.3
Kepler-227 b,0.0288426,9.488015
Kepler-33 c,0.0305282,13.17562
Kepler-1280 b,0.0137822,66.5579057
Kepler-1383 b,0.00965491,13.9093583
Kepler-938 b,0.0166923,52.6298417
Kepler-275 b,0.0178911,10.300682
TRAPPIST-1 d,0.00492617,18.202
HD 13908 b,0.865,19.382
HD 50499 b,1.74473,2457.8717
CoRoT-14 b,7.69464,1.51214
Kepler-1542 e,0.00111394,5.10115756
Kepler-820 b,0.124338,127.8338098
Kepler-521 b,0.0302544,22.20813214
Kepler-1136 b,0.0121546,2.36172433
Kepler-176 d,0.019783,25.751974
Kepler-319 d,0.0173806,31.781925
Kepler-832 b,0.015288,7.1396941
Kepler-80 d,0.0128437,3.072186
Kepler-155 b,0.0155228,5.931194
Kepler-342 d,0.0195472,39.459357
Kepler-1015 b,0.0385876,16.00494214
CoRoT-4 b,0.717419,9.20205
Kepler-610 c,0.0325593,151.86392
HAT-P-19 b,0.292273,4.008778
Kepler-736 b,0.0256089,3.60147201
Kepler-784 b,0.0117956,31.5922646
Kepler-825 c,0.0135358,8.1818246
HD 154857 c,2.57917,3452
Kepler-1037 b,0.00688654,1.06378867
Kepler-1425 b,0.00235177,14.4541302
Kepler-454 c,4.47913,523.9
Kepler-24 c,0.0236121,12.3318
Kepler-47 c,0.0729242,303.158
GJ 163 b,0.033876,8.631
Kepler-133 c,0.0242535,31.517586
Kepler-919 b,0.0170154,11.04603384
HIP 116454 b,0.03719,9.1205
Kepler-924 b,0.0281267,61.0370117
Kepler-988 b,0.015383,17.76080053
Kepler-33 f,0.0654095,41.02902
Kepler-116 b,0.0353405,5.968734
Kepler-869 b,0.0400412,40.4287755
Kepler-848 b,0.0125983,6.91134416
Kepler-107 c,0.0133325,4.901425
Kepler-84 e,0.0208911,27.434389
Kepler-109 b,0.0182069,6.48163
Kepler-764 b,0.0121546,7.33683936
Kepler-734 b,0.0388741,6.10485286
Kepler-315 b,0.0445124,96.101141
Kepler-837 b,0.0203354,16.56059504
Kepler-639 b,0.0182743,10.21420496
KIC 11442793 f,0.0254263,124.9144
Kepler-1208 b,0.0176872,11.08507637
Kepler-1238 b,0.014205,4.14787559
Kepler-586 b,0.0235163,2.10472218
Kepler-757 b,0.00842926,1.02267882
HD 2039 b,5.92499,1120
Kepler-170 b,0.0305853,7.930592
Kepler-36 c,0.025489,16.23855
Kepler-247 d,0.0497576,20.477912
Kepler-136 b,0.0151834,11.5789
XO-2 b,0.566541,2.615857
Kepler-859 b,0.0285386,20.38177573
Kepler-305 d,0.0223552,16.738661
Kepler-120 c,0.0125754,12.794585
Kepler-393 b,0.00711292,9.182417
Kepler-96 b,0.0261659,16.23844
Kepler-11 d,0.0229683,22.6845
Kepler-1497 b,0.0123008,8.74199772
Kepler-1257 b,0.0124263,2.66831376
HD 187085 b,0.803694,986
HD 118203 b,2.13623,6.1335
Kepler-833 b,0.0149156,18.7546998
Kepler-106 b,0.00144019,6.16486
Kepler-198 d,0.0124263,1.31184443
Kepler-464 b,0.0325593,7.25696522
WASP-63 b,0.378096,4.37808
Kepler-30 b,0.035557,29.334
Kepler-836 b,0.0227057,11.36112327
Kepler-214 c,0.0158724,28.7798
Kepler-946 b,0.014205,11.79162572
HD 175167 b,7.77836,1290
Kepler-273 b,0.0117855,2.936532
Kepler-461 b,0.0206139,8.31378306
Kepler-1603 b,0.00709482,2.27163926
Kepler-323 c,0.0121124,3.553822
Kepler-84 d,0.00893492,4.224537
Kepler-267 c,0.0158724,6.87745
HAT-P-16 b,4.2025,2.77596
TrES-4 b,0.925,3.553945
Kepler-231 c,0.0142208,19.271566
NGC 4349 127 b,9.88561,677.8
Kepler-184 b,0.0181008,10.687576
GJ 676 A b,4.89701,1056.8
Kepler-60 b,0.0172607,7.1316185
Kepler-1124 b,0.00688654,2.85234897
Kepler-1235 b,0.00123338,4.16055856
Kepler-151 b,0.0279223,15.228958
Kepler-242 c,0.0147725,14.496481
Kepler-230 b,0.0596201,32.625555
HD 47186 c,0.348285,1353.6
Kepler-463 b,0.0277215,8.98101683
Kepler-1553 b,0.00485109,4.24261881
Kepler-1003 b,0.0131362,3.55485691
Kepler-840 b,1,2.49577962
Kepler-351 c,0.0303861,57.24809
Kepler-534 b,0.0169068,15.95994513
Kepler-350 b,0.0136211,11.189562
Kepler-382 b,0.00769114,5.262155
Kepler-900 b,0.0154788,6.9913086
HIP 14810 d,0.5806,950.69651
Kepler-209 b,0.0170837,16.087845
Kepler-123 c,0.0112762,26.695074
HD 142245 b,1.89038,1299
Kepler-1251 b,0.0135358,45.0904643
Kepler-59 c,0.0149563,17.9801235
Kepler-493 b,1,3.00387658
KIC 11442793 b,0.00752338,7.008151
Kepler-1054 b,0.0213319,4.30655689
Kepler-258 b,0.0537981,13.19722
Kepler-1607 b,0.00215846,13.6473676
Kepler-309 c,0.019783,105.356383
Kepler-1447 b,0.0252452,56.6747285
Kepler-302 c,1,127.282184
Kepler-1489 b,0.0130579,82.294751
HD 30177 b,9.68782,2770
Kepler-466 b,0.0243624,51.07926307
Kepler-678 b,0.087953,7.27503724
Kepler-446 d,0.00890695,5.148921
Kepler-4 b,0.0772279,3.21346
Kepler-1370 b,0.0135358,20.2641684
Kepler-882 b,0.00609283,3.98953967
bet Cnc b,7.8,605.2
HD 190647 b,1.90296,1038.1
Kepler-530 b,0.0271261,39.30941904
Kepler-1522 b,0.0127496,1.84788917
Kepler-759 b,0.0172355,41.805985
Kepler-1351 b,0.000639382,0.91614077
Kepler-529 c,0.0147338,12.8345022
Kepler-977 b,0.0211858,26.85328322
HD 97658 b,0.024739,9.4909
Kepler-261 b,0.0163243,10.381227
Kepler-658 b,0.0120821,1.28707676
Kepler-57 b,0.0163986,5.7293196
Kepler-175 b,0.020389,11.903515
Kepler-509 b,0.0195285,41.74600392
Kepler-577 b,0.0201979,25.69578251
Kepler-323 b,0.0100631,1.678327
Kepler-1153 b,0.0127496,1.75583533
Kepler-433 b,2.82,5.33408384
Kepler-1319 b,0.00819664,2.88676265
Kepler-377 c,0.0152673,27.014976
HD 106270 b,11.0869,2890
Kepler-1287 b,0.0115145,11.47685909
Kepler-426 b,1,3.21751883
Kepler-379 c,0.0173806,62.784697
WASP-20 b,0.311,4.8996285
HD 30856 b,1.85721,912
Kepler-315 c,0.056492,265.469335
Kepler-80 c,0.022,9.522
Kepler-179 c,0.0147725,6.40013
HD 24064 b,9.45161,535.6
HD 48265 b,1.20645,762
Kepler-476 b,0.0283318,14.00640607
Kepler-154 e,0.0118373,3.93276465
HATS-4 b,1.323,2.156729
Kepler-1608 b,0.0127496,16.4735686
Kepler-527 b,0.0241903,13.28535633
CoRoT-27 b,10.3882,3.57532
Kepler-1115 b,0.0125983,23.5540725
Kepler-1141 b,0.00142986,2.34451194
Kepler-360 c,0.0156092,7.186434
Kepler-154 d,0.0467496,20.54981883
Kepler-262 b,0.00850717,13.060855
Kepler-969 c,0.00277643,1.6829346
Kepler-1106 b,0.0122275,1.25275217
Kepler-381 b,0.0028129,5.629021
Kepler-168 c,0.0220797,13.193242
Kepler-84 f,0.0165098,44.552169
Kepler-874 b,0.0499388,40.0686727
Kepler-987 b,0.0318486,105.3033148
Kepler-529 b,0.0136995,1.98035766
HD 89307 b,1.79148,2166
Kepler-1039 b,0.0107116,0.93488424
Kepler-1112 b,0.0271261,14.36267939
HD 163607 c,2.2924,1314
Kepler-960 b,0.0173469,3.12686223
WASP-49 b,0.378231,2.7817387
Kepler-288 b,0.0123736,6.097326
Kepler-37 c,0.0107897,21.301886
Kepler-1314 b,0.0867729,5.42474928
Kepler-55 b,0.0188372,27.9481449
Kepler-1504 b,0.0158698,82.304003
HD 4313 b,2.17173,356
Kepler-1197 b,0.00648186,2.03231845
HR 8799 b,7,164253
Kepler-774 b,0.0300338,11.0895723
Kepler-1173 b,0.00189081,0.7698536
