NAME,MASS,PER
,mjupiter,day
HD 2638 b,0.477325,3.4442
Kepler-272 b,0.0100631,2.971353
Kepler-231 b,0.0127755,10.065275
Kepler-512 b,0.0220818,34.43587975
Kepler-747 b,0.0923502,35.61760587
Kepler-827 b,0.105771,51.92927591
Kepler-1057 b,0.0340314,14.08827448
HD 168443 b,7.69745,58.11247
WASP-41 c,2.97516,350.3
Kepler-373 b,0.00850717,5.535309
Kepler-1622 b,0.0109866,10.8118737
Kepler-288 d,0.0218083,56.633742
HD 10180 f,0.0743252,122.72
Kepler-445 c,0.020474,4.871229
Kepler-1088 b,0.00991268,23.12748644
HD 45350 b,1.83614,963.6
Kepler-770 d,0.00940137,4.15244722
HD 69830 c,0.0367709,31.559999
Kepler-963 b,0.021628,9.97683705
TYC 1422-614-1 b,2.5,198.4
Kepler-21 b,0.0121473,2.785755
Kepler-352 c,0.00621274,16.332995
Kepler-363 b,0.00493175,3.614568
Kepler-1053 b,0.00266535,2.41435165
Kepler-390 b,0.00144064,6.738088
CoRoT-28 b,0.484,5.20851
Kepler-340 b,0.0200225,14.844387
Kepler-679 b,0.0271261,12.39358604
Kepler-335 c,0.0281036,67.844469
Kepler-841 b,0.09114,124.4198398
HD 47186 b,0.071203,4.0845
Kepler-226 b,0.011604,3.940997
KELT-3 b,1.46164,2.70339
Kepler-51 c,0.0126,85.3128662
Kepler-1639 b,0.0206139,9.878482
HD 148427 b,1.14357,331.5
Kepler-810 b,0.014205,4.59725385
Kepler-226 c,0.0171819,5.349555
Kepler-1520 b,0.111491,0.65355357
Kepler-533 b,0.0345375,28.51120525
epsilon Tau b,7.67663,594.90002
Kepler-11 e,0.0264312,31.9996
Kepler-366 c,0.0131908,12.51616
Kepler-1419 b,0.024536,42.5215895
HAT-P-46 b,0.493,4.463129
HD 208487 b,0.5122,130.08
Kepler-1033 b,0.0197927,7.56052806
Kepler-616 c,0.0350514,90.4113556
Kepler-288 c,0.0244074,19.305772
Kepler-1517 b,0.696016,5.54608367
Kepler-48 d,0.0151,42.8961
Kepler-626 b,0.0173469,14.48585199
Kepler-311 b,0.012573,9.176092
Kepler-117 c,0.923754,50.790412
epsilon Eri b,1.05448,2500
Kepler-271 d,0.000678484,5.24972541
Kepler-69 c,0.0126299,242.4613
Kepler-935 b,0.00819664,4.88083852
Kepler-1245 b,0.0101747,4.35409304
Kepler-296 f,0.0131908,63.335879
HD 20782 b,1.9,591.9
Kepler-613 b,0.0173469,15.77979614
Kepler-1011 b,0.0247111,5.75322197
Kepler-1536 b,0.0293826,364.758031
Kepler-726 b,0.0318486,21.80451088
Kepler-1400 b,0.0120821,9.06689421
Kepler-896 b,0.0200617,144.547396
Kepler-228 c,0.0222169,4.134444
HD 190360 c,0.0589738,17.111027
Kepler-23 c,0.0305282,10.7421
Kepler-823 b,0.0117248,4.16809082
Kepler-1490 b,0.0275214,92.4362973
Kepler-378 b,0.00105258,16.092361
Kepler-760 b,0.0279233,8.70419416
Kepler-1558 b,0.000761911,3.50470358
Kepler-1618 b,0.00648186,6.10826019
HD 65216 b,1.21636,613.09998
Kepler-343 c,0.0149351,23.22182
Kepler-42 b,0.0012042,1.2137672
Kepler-593 b,0.0247111,21.21708973
Kepler-212 b,0.00396389,16.257582
Kepler-296 c,0.0160511,5.841648
Kepler-1482 b,0.0030088,12.25383217
Kepler-157 d,0.0107116,7.02573474
Kepler-1004 b,0.145803,5.28789787
Kepler-356 b,0.0117295,4.612696
Kepler-968 b,0.0147338,3.69298373
HAT-P-13 b,0.85708,2.91625
Kepler-244 b,0.0230631,4.311792
Kepler-448 b,0,17.8552333
GJ 3634 b,0.0221881,2.64561
Kepler-9 b,0.248945,19.243158
Kepler-1070 b,0.0127496,6.2216147
Kepler-1087 b,0.000499273,0.69384285
Kepler-1071 b,0.0182743,6.1799844
Kepler-1432 b,0.0166923,23.9109011
HD 130322 b,1.04309,10.7085
Kepler-1422 b,0.0149156,18.6051942
Kepler-1388 e,0.0191406,37.6327084
Kepler-934 b,0.0154788,55.6738309
Kepler-31 d,0.0685925,87.648901
Kepler-399 d,0.0139171,58.034616
Kepler-215 c,0.0130508,14.667108
Kepler-108 b,0.268526,49.183921
Kepler-742 b,0.0313841,8.36086824
Kepler-1050 c,0.0112658,21.1284569
Kepler-1298 b,0.00752338,7.12811928
Kepler-1297 b,0.00266535,1.68189002
Kepler-1613 b,0.0154788,1.5184299
Kepler-903 c,0.0200617,62.9228557
Kepler-348 c,0.00789025,17.265427
Kepler-1543 b,0.0223911,6.96710269
Kepler-124 b,0.000957504,3.410493
Kepler-185 c,0.0149351,20.729042
Kepler-191 c,0.0136944,17.738506
omega Ser b,1.70083,277.02
Kepler-111 b,0.0117926,3.341815
Kepler-673 b,0.165168,3.72873109
Kepler-965 b,0.0345375,134.2527298
Kepler-1295 b,0.0115843,3.81371974
Kepler-968 c,0.0125233,5.70940492
HD 16175 b,4.37946,990
Kepler-235 b,0.0167934,3.340222
Kepler-1436 b,0.00752338,9.705716
HD 46375 b,0.227201,3.023573
Kepler-48 c,0.045968,9.67395
Kepler-114 b,0.00656354,5.188549
Kepler-60 d,0.0202381,11.9016171
Kepler-741 b,0.0263549,7.03902374
CoRoT-29 b,0.85,2.85057
Kepler-868 b,0.0151938,5.03251791
Kepler-14 b,8.40643,6.790123
Kepler-234 c,0.0375018,7.21205
Kepler-1308 b,0.000287933,2.10433812
Kepler-1302 b,0.0101747,8.83922659
CoRoT-13 b,1.31099,4.03519
HD 98219 b,2.12353,436.9
HD 12648 b,2.89937,133.6
HD 11964 b,0.608106,1944.5898
HAT-P-34 b,3.334,5.452654
Kepler-654 b,0.015383,13.72465129
Kepler-421 b,0.0592807,704.1984
Kepler-1241 b,0.0213319,18.5525701
MOA-2010-BLG-477L b,1.5,
Kepler-31 b,0.0606674,20.8613
Kepler-85 c,0.0162741,12.513
Kepler-1198 b,0.0109866,7.6847716
Kepler-1139 b,0.0053608,0.81316672
Kepler-219 d,0.0237984,47.903645
Kepler-1206 b,0.0121546,1.21699766
mu Leo b,2.4,357.8
Kepler-431 b,0.00120877,6.803
Kepler-1531 b,0.00422224,1.13854338
Kepler-248 c,0.0541479,16.239494
Kepler-481 b,0.01966,10.06082567
HD 139357 b,10.0754,1125.7
HD 1461 b,0.0240044,5.7727
Kepler-1275 b,0.0112658,3.65691115
Kepler-283 c,0.013404,92.743711
HAT-P-30 b,0.711088,2.810595
Kepler-430 c,0.0129028,110.979
Kepler-1360 b,0.0347934,40.5286413
Kepler-901 b,0.00866602,3.51749439
Kepler-251 d,0.0232079,30.133001
Kepler-234 b,0.0425085,2.711506
Kepler-37 b,0.00958673,13.367308
Kepler-392 c,0.00409374,10.423118
HD 8535 b,0.682196,1313
Kepler-1619 b,0.00111394,23.6225913
Kepler-1473 b,0.0053608,14.4273551
HAT-P-28 b,0.627833,3.257215
Kepler-474 b,0.0279233,5.66067294
Kepler-349 c,0.014454,12.247629
HD 4203 b,2.08215,431.88
Kepler-553 c,0.862662,328.2399546
Kepler-331 d,0.0121773,32.134328
HD 102956 b,0.951497,6.4948
WTS-2 b,1.12,1.0187074
Kepler-362 c,0.010538,37.866281
Kepler-1147 b,0.0210409,10.62784997
Kepler-186 e,0.00672298,22.407793
Kepler-321 c,0.0176845,13.093921
Kepler-1083 b,0.0340314,33.4177993
Kepler-376 c,0.0131908,14.172327
Kepler-1589 b,0.00392895,0.99166527
Fomalhaut b,0.5,318498
GJ 176 b,0.0259969,8.7832
Kepler-873 b,0.0440759,20.5533844
HD 23079 b,2.4433,730.6
HD 178911 B b,7.29127,71.484
WASP-58 b,0.891379,5.01718
Kepler-506 b,0.0227057,6.8834055
Kepler-1571 b,0.0124263,3.38555488
Kepler-543 b,0.01966,13.89961966
Kepler-1535 b,0.0201979,138.9442
Kepler-1030 b,0.019398,19.32952416
Kepler-244 c,0.0151834,9.767292
Kepler-245 e,0.0129028,3.21982106
Kepler-1067 b,0.00129651,0.76212926
Kepler-354 b,0.0135483,5.47666
Kepler-1203 b,0.00364938,0.58800076
Kepler-278 b,0.0541479,30.160546
HD 162020 b,15.2138,8.428198
Kepler-809 b,0.0271261,55.63934
Kepler-1468 b,0.0127496,8.23984869
Kepler-1368 b,0.0122275,0.67564949
Kepler-183 b,0.0152673,5.687945
Kepler-1392 b,0.0144664,15.1410397
MOA-bin-1L b,3.7,
Kepler-1556 b,0.0144664,8.82713457
Kepler-944 b,0.0213319,43.3167737
Kepler-1110 b,0.021628,9.69312032
Kepler-210 c,0.0403249,7.972513
Kepler-437 b,0.0159616,66.65062
Kepler-184 d,0.0195472,29.022358
HD 168746 b,0.245103,6.404
GJ 876 c,0.612168,30.0881
Kepler-1164 b,0.00437411,3.97599768
Kepler-958 b,0.015288,9.7678805
Kepler-20 c,0.0495058,10.854092
Kepler-712 c,0.0779976,226.89047
Kepler-47 b,0.026473,49.514
Kepler-580 b,0.020474,8.22241966
Kepler-296 b,0.00233796,3.621457
Kepler-755 b,0.0129801,1.26909037
Kepler-402 b,0.00587447,4.028751
Kepler-260 b,0.0148535,8.187399
Kepler-255 c,0.0266892,9.946047
Kepler-750 b,0.0281267,9.42887179
HD 215497 b,0.020855,3.93404
Kepler-1221 b,0.0138656,12.00096042
Kepler-62 f,0,267.291
Kepler-1160 b,0.0159697,7.97034958
HATS-5 b,0.237663,4.763387
HD 154345 b,0.956901,3341.5588
Kepler-60 c,0.0192896,8.9193459
Kepler-1031 b,0.0018073,1.22621732
Kepler-523 b,0.0144664,5.83598311
Kepler-395 c,0.00769114,34.989262
HD 217107 b,1.40112,7.1268163
Kepler-1550 b,0.0271261,225.582809
Kepler-431 c,0.00075757,8.703
mu Ara c,1.88907,4205.8
HD 7199 b,0.295018,615
Kepler-887 c,0.00452953,7.63846023
Kepler-233 c,0.0223552,60.418955
GJ 433 b,0.0181986,7.3709
Kepler-1301 b,0.00940137,9.08237046
Kepler-1350 c,0.0127496,1.76678906
HD 159243 b,1.13,12.62
Kepler-327 d,0.0127755,13.969457
HAT-P-31 b,2.16904,5.005425
Kepler-878 b,0.014205,25.9422033
OGLE-TR-113 b,1.26,1.4324757
Kepler-356 c,0.0133325,13.121632
Kepler-41 b,0.493545,1.855558
Kepler-798 b,0.0183949,13.71933369
Kepler-825 b,0.0124263,3.77360059
Kepler-473 b,0.0545024,14.55731705
Kepler-270 b,0.0148535,11.476094
HD 285507 b,0.917,6.0881
Kepler-1307 b,0.0192688,18.01621096
Kepler-1573 b,0.00553813,2.6157554
HD 40307 d,0.028076,20.46
Kepler-590 b,0.0525568,5.85296257
Kepler-1220 b,0.0124263,7.42693741
Kepler-849 b,0.149499,394.6244904
HD 290327 b,2.54762,2443
Kepler-438 b,0.00436191,35.23319
Kepler-1315 b,0.00890695,0.84338011
GJ 876 e,0.039229,124.26
Kepler-1413 b,0.0133743,13.1829642
Kepler-1604 b,0.00965491,0.68368426
Kepler-1471 b,0.00965491,3.63899398
Kepler-1445 b,0.00255759,10.60052251
Kepler-1020 b,0.0172355,96.9151496
Kepler-572 b,0.0206139,17.20523483
Kepler-1598 b,0.00245309,4.34195123
Kepler-1187 b,0.0210409,18.87064068
Kepler-949 b,0.0254263,8.6893073
HD 169830 c,4.06407,2102
Kepler-608 b,0.0409391,6.41251504
47 UMa c,0.545774,2391
Kepler-85 b,0.0145548,8.306
Kepler-880 b,0.021628,7.71468975
Kepler-1343 b,0.014205,3.35183158
Kepler-575 b,0.0183949,9.37891944
Kepler-313 c,0.0205131,32.273273
Kepler-199 b,0.0288426,23.637604
Kepler-172 b,0.0179955,2.940309
Kepler-223 d,0.0265182,14.788759
Kepler-431 d,0.00452953,11.922
Kepler-917 b,0.014034,2.97041437
Kepler-1072 b,0.0117956,1.5690665
Kepler-360 b,0.0122424,3.289672
Kepler-1212 b,0.0159697,12.94130146
Kepler-246 b,0.0178911,4.60182
Kepler-347 b,0.0145328,12.79836
HD 63765 b,0.643827,358
Kepler-217 c,0.0136211,8.586004
HD 85390 b,0.131884,788
Kepler-1590 b,0.00468851,7.61760804
Kepler-1498 b,0.00796813,48.051405
Kepler-401 c,0.0160511,47.318218
Kepler-299 c,0.0215411,6.885875
Kepler-1176 b,0.0191406,24.1738579
HAT-P-57 b,1,2.465295
Kepler-525 b,0.0213319,18.68404933
Kepler-112 b,0.0181008,8.408878
Kepler-1326 b,0.0573636,42.3514267
Kepler-748 b,0.0199266,7.40742793
Kepler-155 c,0.0168894,52.661793
Kepler-271 c,0.00291583,7.410935
Kepler-961 b,0.0201979,16.87727414
Kepler-241 c,0.0205131,36.065978
Kepler-492 b,0.643816,11.72012266
WASP-77 A b,1.75921,1.3600309
Kepler-164 c,0.022635,10.945723
Kepler-371 b,0.0139171,34.763278
Kepler-548 b,1,4.45419434
55 Cnc e,0.0263672,0.736546
HIP 57274 d,0.528573,431.7
Kepler-1254 d,0.00752338,5.72717226
HD 221287 b,3.11535,456.10001
KOI-13 b,6.515,1.76358799
Kepler-1017 b,0.0147338,7.23400469
Kepler-1100 b,0.0129028,6.42200058
Kepler-1050 b,0.0119381,15.3787546
Kepler-1460 b,0.0144664,29.9633247
Kepler-1310 b,0.0101747,0.67933627
HD 192699 b,2.29191,345.53
Kepler-178 d,0.0500833,96.678988
Kepler-1371 c,0.000601957,2.00541269
Kepler-1090 b,0.0170154,198.680179
Kepler-312 b,0.00711292,1.772419
Kepler-164 b,0.00960182,5.03503
Kepler-1557 b,0.0124263,3.74032496
Kepler-341 b,0.00523423,5.195528
Kepler-311 c,0.0100631,19.738286
Kepler-1509 b,0.0136174,25.4338197
HD 181342 b,3.14944,663
WASP-8 b,2.13797,8.158715
HD 131496 b,2.24115,883
Kepler-154 c,0.0260126,62.303276
Kepler-334 c,0.0100631,12.758005
Kepler-911 b,0.0208973,20.310501
Kepler-372 c,0.0155228,20.053763
Kepler-127 b,0.00937625,14.435889
HD 44219 b,0.589265,472.3
75 Cet b,2.7597,691.9
Kepler-27 b,0.051622,15.3348
Kepler-210 b,0.0258466,2.453234
Kepler-40 b,2.17684,6.87349
Kepler-171 c,0.020389,11.463462
Kepler-298 c,0.0142208,22.92881
Kepler-331 c,0.0135483,17.28111
Kepler-1538 b,0.0240196,175.138819
Kepler-576 b,0.0320836,29.91136794
Kepler-479 b,0.0157709,12.49341307
Kepler-915 b,0.0118373,4.59489604
HD 220074 b,11.1883,672.1
Kepler-133 b,0.0129814,8.129976
Kepler-1185 b,0.00796813,104.3518976
Kepler-788 b,0.0201979,8.39846269
WASP-89 b,5.82191,3.3564227
HAT-P-39 b,0.599196,3.54387
WASP-26 b,1.01746,2.7566
Kepler-751 b,0.0191406,17.44490636
WASP-71 b,2.242,2.9036747
HIP 2247 b,5.12319,655.6
GJ 876 d,0.0184193,1.93778
Kepler-312 c,0.0296032,19.747412
OGLE-TR-56 b,1.39,1.211909
Kepler-697 b,0.0557908,3.70987065
Kepler-826 b,0.00648186,4.48758907
Kepler-235 c,0.00692663,7.824904
Kepler-1591 b,0.00668223,8.18504949
Kepler-146 c,0.0292202,76.732171
Kepler-1633 b,0.0117956,186.404271
Kepler-903 b,0.0148244,10.3507721
Kepler-372 d,0.0125062,30.092568
Kepler-156 b,0.0174811,4.973456
HD 38529 b,0.803263,14.310195
Kepler-393 c,0.00789025,14.613612
Kepler-136 c,0.014692,16.399235
Kepler-1353 b,0.0132944,24.7543966
Kepler-436 b,0.0226353,64.00205
Kepler-1595 b,0.00609283,4.56380468
Kepler-1593 b,0.0300338,174.509835
WASP-82 b,1.25,2.705785
Kepler-1219 b,0.0157709,16.10467749
Kepler-737 b,0.0144664,28.59915399
Kepler-948 b,0.0136174,7.76846622
Kepler-1021 b,0.0178026,13.47469571
Kepler-866 b,0.0120821,2.61703254
BD +20 2457 c,6.90191,621.99
Kepler-497 b,0.122459,3.57320367
Kepler-1344 b,0.0135358,4.7683049
Kepler-1388 d,0.024536,20.9568158
Kepler-144 b,0.00789025,5.885273
HD 22781 b,13.8403,528.07
Kepler-1253 b,0.00796813,68.8861915
Kepler-208 d,0.00554835,11.131786
Kepler-286 e,0.0130508,29.221289
Kepler-351 b,0.0279223,37.054919
HD 120084 b,4.4772,2082
HD 95127 b,5.0362,482
MOA-2009-BLG-266L b,0.0327,
Kepler-755 c,0.00648186,2.85313364
Kepler-1578 b,0.00338324,1.45088691
Kepler-89 d,0.163924,23.342989
Kepler-387 b,0.00324127,6.791636
HD 20868 b,2.00901,380.85
Kepler-854 b,1,2.14463285
HAT-P-9 b,0.776601,3.92289
Kepler-410 A b,,17.833648
Kepler-33 e,0.0525296,31.7844
Kepler-1527 b,0.0754224,160.129918
Kepler-1093 b,0.0143786,25.0824626
Kepler-1024 b,0.048854,66.4162133
Kepler-1271 b,0.0112658,3.0255955
Kepler-216 c,0.0275635,17.406669
Kepler-365 c,0.0121773,17.784129
Kepler-1488 b,0.0136995,39.8189932
Kepler-19 b,0.0165942,9.2869944
Kepler-130 b,0.00313003,8.457458
Kepler-160 c,0.0400599,13.699087
Kepler-598 b,0.0118373,3.70175428
Kepler-207 c,0.0117855,3.071571
Kepler-284 b,0.0168894,12.699149
Kepler-326 b,0.0123086,2.248329
Kepler-1391 b,0.0124487,54.4092333
Kepler-1516 b,0.0129028,7.25931979
Kepler-969 b,0.015383,34.1731714
HD 107148 b,0.212171,48.056
HD 1666 b,6.47072,270
Kepler-200 c,0.011856,10.222157
Kepler-95 b,0.0409024,11.5231
Kepler-1444 b,0.0162741,33.42035034
Kepler-280 c,0.0148535,4.807091
KIC 11442793 e,0.021628,91.93913
Kepler-829 b,0.0156727,6.88337562
Kepler-249 d,0.0117295,15.368459
Kepler-812 b,0.0385876,10.11716531
HD 95872 b,4.59415,4375
Kepler-1242 b,0.017125,13.62798432
51 Peg b,0.461143,4.230785
WASP-60 b,0.512143,4.3050011
Kepler-904 b,0.0130579,3.02166863
Kepler-1113 b,0.0238504,42.3004954
Kepler-99 b,0.01935,4.60358
Kepler-1394 b,0.00915206,3.93766373
Kepler-752 b,0.0238504,18.82747265
Kepler-125 c,0.00100422,5.774464
HD 5319 c,1.15,886
Kepler-996 b,0.014644,3.77059058
Kepler-588 b,0.0213319,4.22162536
Kepler-1454 b,0.0138656,47.0319479
Kepler-319 c,0.0212781,6.941357
Kepler-1143 c,0.0397462,210.630591
Kepler-153 b,0.0255184,18.870227
Kepler-1642 c,0.021628,6.6513802
Kepler-1336 b,0.014644,23.198681
55 Cnc f,0.172877,261.2
Kepler-539 b,0.241296,125.63243
Kepler-929 b,0.00422224,0.92103214
Kepler-238 d,0.0281036,13.233549
HAT-P-54 b,0.76,3.799847
HIP 67851 b,1.41789,88.8
Kepler-845 b,0.0151003,0.92785982
Kepler-1245 c,0.0101747,2.93658468
Kepler-153 c,0.0200225,46.90232
HD 212301 b,0.39615,2.245715
Kepler-574 b,0.0183949,7.65880414
Kepler-865 b,0.0195285,14.16399294
Kepler-295 c,0.00508144,21.526258
GJ 504 b,4,
HAT-P-15 b,1.95154,10.863502
Kepler-24 e,0.0233538,18.998355
HD 209458 b,0.689646,3.52474859
Kepler-729 b,0.0391627,3.16635371
HD 102272 b,4.10898,127.58
K2-3 d,0.0116544,44.5631
HD 181433 b,0.0237331,9.3743
Kepler-898 b,0.0115494,5.8706191
HD 187123 b,0.510056,3.0965828
Kepler-1481 b,0.00609283,5.94220998
HD 108147 b,0.257999,10.8985
Kepler-82 c,0.095206,51.538
Kepler-1143 b,0.0123746,2.88890485
Kepler-1617 b,0.00553813,27.4785572
WASP-61 b,2.05491,3.8559
Kepler-58 b,0.0233176,10.2184954
eta Cet b,2.5485,407.5
Kepler-606 b,0.0327999,24.31575992
Kepler-686 b,1,1.59474546
Kepler-487 b,1,15.3587684
Kepler-957 b,0.101052,5.90741354
Kepler-1099 b,0.0240196,2.16845259
Kepler-379 b,0.0123078,20.09838
Kepler-376 b,0.00371234,4.920199
Kepler-166 d,0.0127496,1.55400393
HD 215497 c,0.327524,567.94
Kepler-1345 b,0.0181548,44.6169557
Kepler-1325 b,0.024536,33.8786838
Kepler-1624 b,0.108832,3.29030452
Kepler-1086 c,0.0257931,161.5163345
Kepler-662 b,0.0162741,21.67697486
Kepler-225 b,0.00554835,6.738975
CoRoT-17 b,2.46001,3.7681
HD 20794 d,0.0147932,90.309
xi Aql b,1.77912,136.75
Kepler-444 d,0.000340205,6.189392
Kepler-1058 b,0.0225477,110.96546
Kepler-892 b,0.0238504,13.7521072
Kepler-444 e,0.000377818,7.743493
HD 33564 b,9.12785,388
Kepler-1243 b,0.0129028,16.8320729
Kepler-635 b,0.0214793,23.44971004
Kepler-890 b,0.294675,52.75875577
HD 40979 b,4.02224,264.15
Kepler-959 b,0.0632121,14.80074836
GJ 581 c,0.0167756,12.9182
Kepler-945 b,0.0213319,31.0033814
Kepler-1303 b,0.00991268,7.56127224
HD 10180 c,0.0415054,5.75962
WASP-31 b,0.479329,3.405909
Kepler-1496 b,0.0166923,64.6588017
bet UMi b,6.1,522.3
HD 134987 c,0.804926,5000
Kepler-1118 b,0.0227057,38.6715075
Kepler-1286 b,0.0160703,11.25402929
Kepler-102 d,0.00574989,10.3117
Kepler-164 d,0.0190864,28.986769
HD 40307 b,0.0129071,4.3115
WASP-101 b,0.5,3.585722
Kepler-1395 b,0.00129651,3.78470649
Kepler-199 c,0.0316029,67.093408
Kepler-344 b,0.0210192,21.963945
Kepler-132 b,0.0057099,6.178196
iota Dra b,9.31534,511.098
HD 108874 b,1.2902,394.48124
Kepler-250 d,0.0163243,17.648312
Kepler-256 d,0.0194307,5.839172
Kepler-187 b,0.00960182,4.938864
HD 4732 b,2.37727,360.2
Kepler-991 b,0.0201979,82.5342519
Kepler-374 d,0.00749504,5.028219
Kepler-563 b,0.0285386,22.18432708
Kepler-1119 b,0.0141192,8.3265153
Kepler-383 c,0.00621274,31.200751
HD 23596 b,7.74272,1561
Kepler-1630 b,0.0163773,509.997402
Kepler-295 b,0.00587447,12.645164
Kepler-171 d,0.0139171,39.595519
HD 25171 b,0.956204,1845
HD 83443 b,0.395855,2.985698
Kepler-304 e,0.00553813,1.49914695
Kepler-287 b,0.0177874,20.342199
Kepler-1065 b,0.0434306,3.60930891
WASP-36 b,2.26929,1.5373653
Kepler-1358 b,0.00437411,7.06317341
Kepler-213 c,0.0178911,4.822962
Kepler-268 b,0.0202659,25.934138
Kepler-532 b,0.020474,12.92491623
Kepler-430 b,0.0330424,35.968
HD 43691 b,2.49717,36.959999
Kepler-204 b,0.0200225,14.400974
Kepler-149 c,0.0119837,55.328328
Kepler-1371 b,0.000951027,3.4462039
30 Ari B b,9.87792,335.1
Kepler-1120 b,0.00890695,2.94902905
Kepler-1597 b,0.00364938,2.94654179
HAT-P-6 b,1.05957,3.852985
Kepler-35 b,0.127011,131.458
Kepler-1581 b,0.00129651,6.28385491
Kepler-397 b,0.0192003,22.250949
Kepler-129 c,0.0202659,82.20017
Kepler-398 c,0.00302153,11.419412
Kepler-551 b,0.0227057,12.3764661
Kepler-850 b,0.0131362,7.19303878
Kepler-211 b,0.00656354,4.138575
Kepler-242 b,0.0210192,8.20395
Kepler-138 b,0.00021,10.312364
Kepler-389 b,0.0120453,3.244107
PSR B1257+12 A,0.0000629267,25.262
BD -08 2823 c,0.328101,237.6
Kepler-611 b,0.0122275,2.4370333
Kepler-951 b,0.104473,71.52530845
4 UMa b,7.13242,269.29999
Qatar-1 b,1.08979,1.420033
Kepler-794 b,0.0156727,11.13125132
HD 10697 b,6.23505,1075.2
Kepler-597 b,0.0181548,13.02365861
Kepler-1433 b,0.0116544,4.13592271
Kepler-194 b,0.0120453,2.092281
Kepler-1121 b,0.014034,13.15141081
HD 33844 c,1.76867,916
Kepler-221 d,0.022635,10.04156
Kepler-338 d,0.0268614,44.431014
Kepler-1575 b,0.00752338,2.55314213
Kepler-535 b,0.0181548,4.90332155
Kepler-32 e,0.0117511,2.896
HD 113337 b,2.83,324
Kepler-146 b,0.0427893,31.158799
Kepler-11 f,0.00723031,46.6888
BD +20 2457 b,11.8883,379.63
Kepler-1152 b,0.0018073,1.64680191
Kepler-176 c,0.0208911,12.759712
mu Ara d,0.0345873,9.6386
HD 3651 b,0.228975,62.218
KIC 11442793 d,0.0247111,56.73667
Kepler-714 b,0.667539,8.09888799
Kepler-1236 b,0.0159697,31.0571618
Kepler-442 b,0.00809285,112.3053
Kepler-1193 b,0.00774372,2.83265213
Kepler-1262 b,0.0133743,8.67900242
HD 99706 b,1.40289,868
Kepler-251 b,0.00789025,4.790936
HD 169830 b,2.88946,225.62
Kepler-292 c,0.0110268,3.715335
Kepler-1367 b,0.00215846,1.57409027
Kepler-491 b,0.476871,4.22538451
HD 175541 b,0.52763,297.3
Kepler-324 b,0.00464108,4.385315
Kepler-250 c,0.0172808,7.156804
Kepler-462 b,0.044402,84.6879808
Kepler-568 b,0.017125,11.02347475
Kepler-1149 b,0.0101747,3.73089898
HD 202206 c,2.33098,1383.4
Kepler-309 b,0.0116666,5.923653
Kepler-1116 b,0.0201979,41.6977827
Kepler-1146 b,0.00609283,2.3522658
Kepler-940 b,0.0335331,59.6225257
Kepler-1103 b,0.0172355,19.79191978
Kepler-1117 b,0.00422224,4.79028459
Kepler-571 b,0.0214793,4.79859939
Kepler-843 b,0.020755,2.05387982
Kepler-936 b,0.010441,10.56134221
Kepler-1339 b,0.000852625,1.34155513
Kepler-1005 b,0.0118373,6.49801525
HD 145457 b,2.97219,176.3
Kepler-261 c,0.0147725,24.570858
Kepler-465 b,0.0259788,9.94067247
Kepler-336 c,0.0156092,9.600001
Kepler-1584 b,0.0120099,13.3997099
Kepler-1475 b,0.0256089,82.177374
HD 206610 b,1.97113,610
M 67 SAND 364 b,1.88274,121.71
Kepler-711 b,0.0350514,23.58914398
Kepler-365 b,0.0151,10.664903
Kepler-1610 b,0.0120099,8.70181574
Kepler-838 b,0.0227057,15.74957994
Kepler-802 b,0.0383032,40.0587473
Kepler-1412 b,0.0015002,3.6146051
Kepler-864 b,0.0185165,5.83376092
HD 12661 c,1.9487,1707.8812
Kepler-12 b,0.431956,4.4379637
Kepler-229 d,0.0469127,41.194912
Kepler-1411 b,0.0240196,86.1150888
Kepler-1545 b,0.0222358,163.692349
KIC 11442793 c,0.0053608,8.719375
HAT-P-36 b,1.83923,1.327347
WASP-35 b,0.717098,3.161575
HD 69830 d,0.0563373,197
CoRoT-22 b,0.0383,9.75598
HD 28254 b,1.1614,1116
HD 81688 b,2.6907,184.02
HD 210277 b,1.27275,442.19
Kepler-1514 b,1,217.8317626
Kepler-132 c,0.00692663,6.414914
WTS-1 b,3.99885,3.352059
Kepler-322 b,0.00302153,1.653888
HR 8799 c,9.5,82145
Kepler-717 b,0.0187628,4.40840023
Kepler-51 b,0.00661,45.1555023
Kepler-252 b,0.00604207,6.668391
XO-1 b,0.918464,3.941534
Kepler-63 b,0.125283,9.4341505
Kepler-1423 b,0.00364938,23.955378
Kepler-33 d,0.095206,21.77596
Kepler-287 c,0.0318107,44.851896
Kepler-154 f,0.0118373,9.91935684
Kepler-245 b,0.0205131,7.49019
Kepler-537 b,0.00965491,3.24755522
Kepler-989 b,0.0165864,7.96431535
Kepler-100 c,0,12.8159
GJ 15 A b,0.0168,11.4433
Kepler-180 c,0.027035,41.885775
Kepler-82 e,0.019315,5.902206
Kepler-20 d,0.0236865,77.61184
Kepler-217 b,0.0167934,5.374943
Kepler-1523 b,0.0117956,0.93875077
Kepler-235 e,0.0166981,46.183669
Kepler-227 c,0.0275635,54.418694
Kepler-169 d,0.00638668,8.348125
Kepler-1226 b,0.010441,17.2923453
Kepler-1623 b,0.00752338,4.36128348
Kepler-254 b,0.0475314,5.826662
Kepler-79 e,0.0129,81.065298
Kepler-241 b,0.0177874,12.718092
Kepler-1525 b,0.00206633,2.41660118
